Production,Hour,Month,Day,TotalConsumption,ChargingPower,BatteryEnergy,GridBalance,FromGrid,FeedIn,SelfConsumption,Revenue
-0.0,17,1,2,1.8054950778315566,-1.787440127053241,3.3122641384422,-0.018054950778315648,0.018054950778315648,0.0,1.787440127053241,0.5719808406570371
0.0,18,1,2,1.7773922461522496,-1.759618323690727,1.5348718922899502,-0.01777392246152254,0.01777392246152254,0.0,1.759618323690727,0.5630778635810326
0.0,19,1,2,1.6693770674137187,-1.5195231733670507,0.0,-0.14985389404666805,0.14985389404666805,0.0,1.5195231733670507,0.4862474154774562
0.0,20,1,2,1.5761451614307833,-0.0,0.0,-1.5761451614307833,1.5761451614307833,0.0,0.0,0.0
-0.0,21,1,2,1.4194538305394993,-0.0,0.0,-1.4194538305394993,1.4194538305394993,0.0,0.0,0.0
-0.0,22,1,2,1.3537160492731193,-0.0,0.0,-1.3537160492731193,1.3537160492731193,0.0,0.0,0.0
0.0,23,1,2,1.3136820356676822,-0.0,0.0,-1.3136820356676822,1.3136820356676822,0.0,0.0,0.0
-0.0,0,1,3,1.2314448606758939,-0.0,0.0,-1.2314448606758939,1.2314448606758939,0.0,0.0,0.0
0.0,1,1,3,1.2007305749616175,-0.0,0.0,-1.2007305749616175,1.2007305749616175,0.0,0.0,0.0
0.0,2,1,3,1.204880234825557,-0.0,0.0,-1.204880234825557,1.204880234825557,0.0,0.0,0.0
0.0,3,1,3,1.2193360171384702,-0.0,0.0,-1.2193360171384702,1.2193360171384702,0.0,0.0,0.0
0.0,4,1,3,1.2798122076146696,-0.0,0.0,-1.2798122076146696,1.2798122076146696,0.0,0.0,0.0
-0.0,5,1,3,1.4150437877741258,-0.0,0.0,-1.4150437877741258,1.4150437877741258,0.0,0.0,0.0
0.0,6,1,3,1.4700472672664173,-0.0,0.0,-1.4700472672664173,1.4700472672664173,0.0,0.0,0.0
0.0,7,1,3,1.3886406284983628,-0.0,0.0,-1.3886406284983628,1.3886406284983628,0.0,0.0,0.0
0.0,8,1,3,1.4268682017751029,-0.0,0.0,-1.4268682017751029,1.4268682017751029,0.0,0.0,0.0
0.0,9,1,3,1.4619542262624687,-0.0,0.0,-1.4619542262624687,1.4619542262624687,0.0,0.0,0.0
0.4723926112637025,10,1,3,1.4881403086482554,-0.0,0.0,-1.015747697384553,1.015747697384553,0.0,0.47239261126370247,0.15116563560438478
0.6288937820928856,11,1,3,2.919330662563923,-0.0,0.0,-2.290436880471037,2.290436880471037,0.0,0.6288937820928857,0.20124601026972344
0.31263992739542884,12,1,3,2.8843173005316816,-0.0,0.0,-2.5716773731362528,2.5716773731362528,0.0,0.3126399273954288,0.10004477676653721
0.5831398740562616,13,1,3,2.9144025403287213,-0.0,0.0,-2.3312626662724596,2.3312626662724596,0.0,0.5831398740562617,0.18660475969800375
0.3827469361675545,14,1,3,2.945609116852062,-0.0,0.0,-2.5628621806845073,2.5628621806845073,0.0,0.3827469361675546,0.12247901957361748
0.14365941221031084,15,1,3,1.4649658547746038,-0.0,0.0,-1.321306442564293,1.321306442564293,0.0,0.14365941221031076,0.04597101190729944
